sample_id,mode,source,synthetic_or_real,voltage_v,temperature_c,current_ma,delta_voltage,delta_temperature,delta_current,soc_raw_model,soc_clipped_reference,is_saturated,saturation_reason
gv_12,EXTENDED,canonical_golden_vectors,real,3.91791423649142,34.10162306760934,70.6908877843527,0.0189509549280413,-2.3477739863824514,-25.812413233826824,0.50720861,0.50720861,0,NONE
gv_13,EXTENDED,canonical_golden_vectors,real,3.871877519822025,34.50990276783979,245.33399837071184,-0.001679426556721,-2.3671455078833983,-38.665996406215285,0.68933806,0.68933806,0,NONE
gv_14,EXTENDED,canonical_golden_vectors,real,3.991878347705053,12.976449652183494,288.4891662268389,-0.0101361498537953,-11.121747265929333,-39.74713408551096,0.85807403,0.85807403,0,NONE
gv_15,EXTENDED,canonical_golden_vectors,real,3.975733989383325,19.41914265198327,251.61722645697327,-0.0089954022915829,-0.0622106775826267,2.385358784196974,0.83557006,0.83557006,0,NONE
gv_16,EXTENDED,canonical_golden_vectors,real,3.910662043619024,31.363674550723783,260.2288304279871,-0.0150978241944403,-2.3731724625033284,4.610325985168686,0.74186782,0.74186782,0,NONE
gv_17,EXTENDED,canonical_golden_vectors,real,4.047729161989878,22.56971254507616,57.12076280671909,-0.0513686858405356,-17.075187788547723,19.313913401295764,1.05824279,1.0,1,model_output_above_1
gv_18,EXTENDED,canonical_golden_vectors,real,3.976881033565951,25.06380587404955,300.7698600983869,-0.04005662166809,-9.54158749005168,31.59732238378831,0.74888651,0.74888651,0,NONE
gv_19,EXTENDED,canonical_golden_vectors,real,3.947791376267152,11.779441624530248,130.12935129478274,-0.0471022970196796,0.7823893285703534,37.01721113309139,1.04627404,1.0,1,model_output_above_1
gv_20,EXTENDED,canonical_golden_vectors,real,4.085357277213544,36.233556965977954,272.0742276395354,-0.0450743952891171,0.0440728899807574,9.30618514150359,0.18677466,0.18677466,0,NONE
iot_0000,EXTENDED,real_iot_validation_inputs,real,4.2,18.23,59.9,0.0099999999999997,0.5500000000000007,-12.300000000000004,0.15533014,0.15533014,0,NONE
iot_0001,EXTENDED,real_iot_validation_inputs,real,4.19,11.66,80.5,0.0,0.3399999999999998,-9.700000000000005,0.40202747,0.40202747,0,NONE
iot_0002,EXTENDED,real_iot_validation_inputs,real,4.19,20.76,64.9,-0.0099999999999997,0.3500000000000014,-1.5999999999999943,0.38515062,0.38515062,0,NONE
iot_0003,EXTENDED,real_iot_validation_inputs,real,4.19,19.43,79.6,0.0100000000000006,0.25,8.399999999999991,0.62934232,0.62934232,0,NONE
iot_0004,EXTENDED,real_iot_validation_inputs,real,4.17,20.9,52.0,0.0199999999999995,0.2299999999999968,37.8,0.88102205,0.88102205,0,NONE
iot_0005,EXTENDED,real_iot_validation_inputs,real,4.16,33.13,226.9,0.0099999999999997,0.75,-14.099999999999994,0.25004339,0.25004339,0,NONE
iot_0006,EXTENDED,real_iot_validation_inputs,real,4.19,19.72,64.2,0.0,0.2199999999999988,-6.899999999999992,0.33160275,0.33160275,0,NONE
iot_0007,EXTENDED,real_iot_validation_inputs,real,3.97,37.56,179.7,0.02,-0.1799999999999997,-115.60000000000002,0.18945098,0.18945098,0,NONE
iot_0008,EXTENDED,real_iot_validation_inputs,real,4.0,24.73,164.2,0.0099999999999997,1.09,19.099999999999994,0.8523842,0.8523842,0,NONE
iot_0009,EXTENDED,real_iot_validation_inputs,real,4.21,14.48,50.5,0.0199999999999995,0.200000000000001,-1.3999999999999986,-0.00126228,0.0,1,model_output_below_0
iot_0010,EXTENDED,real_iot_validation_inputs,real,4.14,32.15,266.3,0.0099999999999997,0.5,-9.699999999999989,0.32503689,0.32503689,0,NONE
iot_0011,EXTENDED,real_iot_validation_inputs,real,4.2,18.92,101.7,0.0099999999999997,0.3800000000000025,19.5,0.52399589,0.52399589,0,NONE
iot_0012,EXTENDED,real_iot_validation_inputs,real,4.19,24.73,67.7,0.0100000000000006,0.0500000000000007,0.7999999999999972,0.62218221,0.62218221,0,NONE
iot_0013,EXTENDED,real_iot_validation_inputs,real,4.21,37.81,67.8,0.0099999999999997,-0.6599999999999966,-7.799999999999997,0.00868512,0.00868512,0,NONE
iot_0014,EXTENDED,real_iot_validation_inputs,real,4.19,18.9,89.2,0.0,0.1799999999999997,-4.200000000000003,0.55963835,0.55963835,0,NONE
iot_0015,EXTENDED,real_iot_validation_inputs,real,4.19,16.06,58.0,0.04,1.7199999999999989,45.2,0.70368501,0.70368501,0,NONE
iot_0016,EXTENDED,real_iot_validation_inputs,real,4.19,11.96,82.9,0.0,0.4000000000000003,-19.599999999999994,0.41340442,0.41340442,0,NONE
iot_0017,EXTENDED,real_iot_validation_inputs,real,4.17,12.12,71.9,0.0199999999999995,0.0599999999999987,18.700000000000003,0.8158731,0.8158731,0,NONE
iot_0018,EXTENDED,real_iot_validation_inputs,real,4.18,20.18,82.2,0.0,0.2699999999999996,17.0,0.72744659,0.72744659,0,NONE
iot_0019,EXTENDED,real_iot_validation_inputs,real,4.19,13.6,57.1,0.0,0.2799999999999993,-2.8999999999999986,0.16108461,0.16108461,0,NONE
iot_0020,EXTENDED,real_iot_validation_inputs,real,4.2,21.0,65.4,0.0099999999999997,0.3399999999999998,-9.099999999999994,0.27847136,0.27847136,0,NONE
iot_0021,EXTENDED,real_iot_validation_inputs,real,4.2,20.7,77.6,0.0099999999999997,0.0399999999999991,-1.1000000000000083,0.43708057,0.43708057,0,NONE
iot_0022,EXTENDED,real_iot_validation_inputs,real,4.17,23.91,61.6,-0.0099999999999997,0.1499999999999985,4.899999999999999,0.83894416,0.83894416,0,NONE
iot_0023,EXTENDED,real_iot_validation_inputs,real,4.21,18.08,63.0,0.0099999999999997,0.1699999999999981,-4.400000000000006,0.12278022,0.12278022,0,NONE
iot_0024,EXTENDED,real_iot_validation_inputs,real,4.2,23.74,66.7,0.0,0.1600000000000001,-2.3999999999999915,0.31287333,0.31287333,0,NONE
iot_0025,EXTENDED,real_iot_validation_inputs,real,4.21,21.68,53.6,0.0199999999999995,0.0599999999999987,-2.299999999999997,0.09359281,0.09359281,0,NONE
iot_0026,EXTENDED,real_iot_validation_inputs,real,4.2,20.8,56.0,0.0099999999999997,1.0800000000000018,-19.700000000000003,0.12217683,0.12217683,0,NONE
iot_0027,EXTENDED,real_iot_validation_inputs,real,4.19,18.88,94.5,0.0300000000000002,0.8999999999999986,80.3,0.71391428,0.71391428,0,NONE
iot_0028,EXTENDED,real_iot_validation_inputs,real,4.19,18.2,76.7,0.0300000000000002,0.7799999999999976,57.0,0.73425886,0.73425886,0,NONE
iot_0029,EXTENDED,real_iot_validation_inputs,real,4.18,18.99,61.1,0.0,0.0899999999999998,8.600000000000001,0.75526064,0.75526064,0,NONE
iot_0030,EXTENDED,real_iot_validation_inputs,real,4.2,19.63,91.0,0.0099999999999997,0.0799999999999983,2.5999999999999943,0.52294825,0.52294825,0,NONE
iot_0031,EXTENDED,real_iot_validation_inputs,real,4.17,14.8,60.7,0.0099999999999997,0.2800000000000011,34.300000000000004,0.86918646,0.86918646,0,NONE
iot_0032,EXTENDED,real_iot_validation_inputs,real,4.19,18.67,76.3,0.0,0.3900000000000005,-3.299999999999997,0.45187766,0.45187766,0,NONE
iot_0033,EXTENDED,real_iot_validation_inputs,real,4.19,19.7,78.4,0.0100000000000006,0.8599999999999994,33.7,0.69912867,0.69912867,0,NONE
iot_0034,EXTENDED,real_iot_validation_inputs,real,4.21,20.14,54.5,0.0300000000000002,1.650000000000002,-22.700000000000003,0.06433432,0.06433432,0,NONE
iot_0035,EXTENDED,real_iot_validation_inputs,real,4.2,20.38,66.7,0.0,0.2199999999999988,-8.799999999999997,0.20716275,0.20716275,0,NONE
iot_0036,EXTENDED,real_iot_validation_inputs,real,4.18,23.4,57.1,0.0199999999999995,-0.3100000000000023,71.5,0.87920893,0.87920893,0,NONE
iot_0037,EXTENDED,real_iot_validation_inputs,real,4.19,17.22,84.3,0.0100000000000006,0.4499999999999993,15.399999999999991,0.62785716,0.62785716,0,NONE
iot_0038,EXTENDED,real_iot_validation_inputs,real,4.17,19.77,64.0,0.0,0.0199999999999995,11.299999999999995,0.87060229,0.87060229,0,NONE
iot_0039,EXTENDED,real_iot_validation_inputs,real,4.18,16.59,73.2,0.0099999999999997,0.0799999999999983,3.0,0.73122999,0.73122999,0,NONE
iot_0040,EXTENDED,real_iot_validation_inputs,real,3.97,39.05,76.8,-0.0099999999999997,-0.3000000000000042,-12.200000000000005,0.4193185,0.4193185,0,NONE
iot_0041,EXTENDED,real_iot_validation_inputs,real,4.17,18.55,71.6,0.0,0.120000000000001,4.799999999999997,0.82641206,0.82641206,0,NONE
iot_0042,EXTENDED,real_iot_validation_inputs,real,4.19,18.12,83.7,0.0,0.2600000000000015,-7.700000000000003,0.49078036,0.49078036,0,NONE
iot_0043,EXTENDED,real_iot_validation_inputs,real,4.19,18.12,57.8,-0.0099999999999997,0.2699999999999996,-7.1000000000000085,0.23491873,0.23491873,0,NONE
iot_0044,EXTENDED,real_iot_validation_inputs,real,4.19,19.01,87.1,0.0,0.3800000000000025,-5.400000000000006,0.52851021,0.52851021,0,NONE
iot_0045,EXTENDED,real_iot_validation_inputs,real,4.19,19.68,86.2,0.0,0.1999999999999993,-14.700000000000005,0.51292764,0.51292764,0,NONE
iot_0046,EXTENDED,real_iot_validation_inputs,real,4.21,14.34,51.0,0.0199999999999995,0.4399999999999995,-4.600000000000001,-0.01189043,0.0,1,model_output_below_0
iot_0047,EXTENDED,real_iot_validation_inputs,real,4.2,20.17,58.5,-0.0099999999999997,0.240000000000002,-3.299999999999997,0.08713865,0.08713865,0,NONE
iot_0048,EXTENDED,real_iot_validation_inputs,real,4.01,25.33,178.9,0.0399999999999995,3.1499999999999986,65.0,0.80163692,0.80163692,0,NONE
iot_0049,EXTENDED,real_iot_validation_inputs,real,4.19,19.68,75.0,0.0,1.1799999999999995,-9.0,0.40608172,0.40608172,0,NONE
iot_0050,EXTENDED,real_iot_validation_inputs,real,4.19,21.26,63.3,0.0,0.9600000000000009,-15.0,0.27433403,0.27433403,0,NONE
iot_0051,EXTENDED,real_iot_validation_inputs,real,4.03,25.93,198.7,0.0100000000000006,0.1799999999999997,5.699999999999989,0.78362078,0.78362078,0,NONE
iot_0052,EXTENDED,real_iot_validation_inputs,real,4.2,20.58,67.1,0.0099999999999997,0.0999999999999978,-2.5,0.30762816,0.30762816,0,NONE
iot_0053,EXTENDED,real_iot_validation_inputs,real,4.21,20.14,54.3,0.0099999999999997,0.5399999999999991,-13.100000000000009,0.00474485,0.00474485,0,NONE
iot_0054,EXTENDED,real_iot_validation_inputs,real,4.19,21.75,51.5,-0.0099999999999997,0.3000000000000007,-7.899999999999999,0.20057744,0.20057744,0,NONE
iot_0055,EXTENDED,real_iot_validation_inputs,real,3.96,21.97,100.1,-0.0100000000000002,0.0899999999999998,2.0999999999999943,0.9812521,0.9812521,0,NONE
iot_0056,EXTENDED,real_iot_validation_inputs,real,3.95,38.5,50.5,-0.02,0.7000000000000028,-85.4,0.23011572,0.23011572,0,NONE
iot_0057,EXTENDED,real_iot_validation_inputs,real,4.17,16.58,60.8,0.0099999999999997,0.1599999999999966,9.0,0.85953561,0.85953561,0,NONE
iot_0058,EXTENDED,real_iot_validation_inputs,real,4.19,19.63,78.9,0.0100000000000006,0.6499999999999986,-7.799999999999997,0.53256443,0.53256443,0,NONE
iot_0059,EXTENDED,real_iot_validation_inputs,real,4.2,20.61,80.0,0.0099999999999997,0.5500000000000007,-9.400000000000006,0.4199334,0.4199334,0,NONE
iot_0060,EXTENDED,real_iot_validation_inputs,real,4.18,18.43,74.5,0.0299999999999993,0.4499999999999993,54.7,0.80396957,0.80396957,0,NONE
iot_0061,EXTENDED,real_iot_validation_inputs,real,4.15,12.27,53.8,0.0,-0.0899999999999998,12.699999999999996,0.96801096,0.96801096,0,NONE
iot_0062,EXTENDED,real_iot_validation_inputs,real,4.18,19.12,68.3,0.0299999999999993,0.4600000000000008,32.9,0.80269804,0.80269804,0,NONE
iot_0063,EXTENDED,real_iot_validation_inputs,real,4.19,21.79,70.5,-0.0199999999999995,0.4600000000000008,-22.599999999999994,0.38305637,0.38305637,0,NONE
iot_0064,EXTENDED,real_iot_validation_inputs,real,3.89,34.56,323.7,0.0100000000000002,0.6300000000000026,3.300000000000012,0.84137377,0.84137377,0,NONE
iot_0065,EXTENDED,real_iot_validation_inputs,real,4.19,10.22,82.3,0.0100000000000006,0.3200000000000003,-22.200000000000003,0.45528962,0.45528962,0,NONE
iot_0066,EXTENDED,real_iot_validation_inputs,real,4.19,20.87,82.2,0.0,0.1500000000000021,8.0,0.60814603,0.60814603,0,NONE
iot_0067,EXTENDED,real_iot_validation_inputs,real,4.19,17.88,94.7,0.0100000000000006,0.3499999999999978,18.3,0.61261873,0.61261873,0,NONE
iot_0068,EXTENDED,real_iot_validation_inputs,real,4.19,22.81,77.0,0.0100000000000006,0.4899999999999984,31.8,0.70637585,0.70637585,0,NONE
iot_0069,EXTENDED,real_iot_validation_inputs,real,4.0,24.72,163.8,0.02,1.3299999999999983,21.30000000000001,0.85345606,0.85345606,0,NONE
iot_0070,EXTENDED,real_iot_validation_inputs,real,4.19,17.84,65.2,0.0,0.2399999999999984,-6.0,0.30955344,0.30955344,0,NONE
iot_0071,EXTENDED,real_iot_validation_inputs,real,4.19,19.97,62.3,0.0,1.8499999999999976,-21.40000000000001,0.21472378,0.21472378,0,NONE
iot_0072,EXTENDED,real_iot_validation_inputs,real,4.19,17.6,80.5,0.04,0.490000000000002,66.5,0.71508699,0.71508699,0,NONE
iot_0073,EXTENDED,real_iot_validation_inputs,real,4.2,18.34,60.7,0.0,0.1999999999999993,-9.299999999999995,0.11367018,0.11367018,0,NONE
iot_0074,EXTENDED,real_iot_validation_inputs,real,4.21,22.12,51.5,0.0099999999999997,0.5700000000000003,-13.0,-0.01627477,0.0,1,model_output_below_0
iot_0075,EXTENDED,real_iot_validation_inputs,real,4.21,22.03,66.8,0.0199999999999995,0.4299999999999997,-18.200000000000003,0.27043949,0.27043949,0,NONE
iot_0076,EXTENDED,real_iot_validation_inputs,real,4.2,26.0,57.0,0.0,0.3399999999999998,-9.5,0.0985176,0.0985176,0,NONE
iot_0077,EXTENDED,real_iot_validation_inputs,real,4.19,17.22,75.6,0.0,0.0399999999999991,-1.7000000000000028,0.47082174,0.47082174,0,NONE
iot_0078,EXTENDED,real_iot_validation_inputs,real,4.19,10.56,69.1,0.0200000000000004,1.0200000000000014,-2.9000000000000057,0.34123898,0.34123898,0,NONE
iot_0079,EXTENDED,real_iot_validation_inputs,real,4.18,17.98,58.7,0.0099999999999997,0.1600000000000001,22.1,0.81405695,0.81405695,0,NONE
iot_0080,EXTENDED,real_iot_validation_inputs,real,4.19,21.82,58.7,-0.0099999999999997,0.620000000000001,-20.3,0.24881909,0.24881909,0,NONE
iot_0081,EXTENDED,real_iot_validation_inputs,real,4.19,38.5,73.9,0.0,1.3200000000000005,-12.199999999999989,0.00084596,0.00084596,0,NONE
iot_0082,EXTENDED,real_iot_validation_inputs,real,4.19,18.96,104.0,0.0300000000000002,0.9499999999999992,75.4,0.68416267,0.68416267,0,NONE
iot_0083,EXTENDED,real_iot_validation_inputs,real,4.18,17.97,71.1,0.0099999999999997,0.4199999999999981,16.099999999999994,0.77381244,0.77381244,0,NONE
iot_0084,EXTENDED,real_iot_validation_inputs,real,4.2,24.52,65.6,0.0099999999999997,0.3299999999999983,-16.10000000000001,0.27639174,0.27639174,0,NONE
iot_0085,EXTENDED,real_iot_validation_inputs,real,4.19,13.9,59.7,0.0,0.0500000000000007,-1.3999999999999986,0.2197804,0.2197804,0,NONE
iot_0086,EXTENDED,real_iot_validation_inputs,real,4.19,19.54,71.0,0.0,0.2899999999999991,-12.099999999999994,0.3807292,0.3807292,0,NONE
iot_0087,EXTENDED,real_iot_validation_inputs,real,4.21,22.0,54.5,0.0099999999999997,0.3200000000000003,-4.299999999999997,0.04230252,0.04230252,0,NONE
iot_0088,EXTENDED,real_iot_validation_inputs,real,4.19,19.91,87.2,0.0,0.0700000000000002,3.700000000000003,0.58641299,0.58641299,0,NONE
iot_0089,EXTENDED,real_iot_validation_inputs,real,4.18,18.9,52.5,0.0099999999999997,0.009999999999998,4.399999999999999,0.61127089,0.61127089,0,NONE
iot_0090,EXTENDED,real_iot_validation_inputs,real,3.99,23.94,152.0,0.0100000000000002,1.0500000000000007,21.0,0.88967876,0.88967876,0,NONE
iot_0091,EXTENDED,real_iot_validation_inputs,real,4.19,18.58,76.6,0.0200000000000004,0.7199999999999989,-0.4000000000000057,0.60823615,0.60823615,0,NONE
iot_0092,EXTENDED,real_iot_validation_inputs,real,4.19,22.23,53.1,-0.0199999999999995,0.0899999999999998,-1.1999999999999955,0.43097641,0.43097641,0,NONE
iot_0093,EXTENDED,real_iot_validation_inputs,real,4.19,25.41,72.0,0.0,0.4100000000000001,-17.900000000000006,0.38401267,0.38401267,0,NONE
iot_0094,EXTENDED,real_iot_validation_inputs,real,4.18,20.92,80.0,0.0,0.0200000000000031,3.5,0.69920364,0.69920364,0,NONE
iot_0095,EXTENDED,real_iot_validation_inputs,real,4.19,23.96,81.6,0.0,0.4000000000000021,17.099999999999994,0.63670104,0.63670104,0,NONE
iot_0096,EXTENDED,real_iot_validation_inputs,real,4.19,10.68,66.7,0.0,0.5700000000000003,-20.39999999999999,0.23612603,0.23612603,0,NONE
iot_0097,EXTENDED,real_iot_validation_inputs,real,4.19,21.06,90.4,0.0,0.0899999999999998,3.8000000000000114,0.57934112,0.57934112,0,NONE
iot_0098,EXTENDED,real_iot_validation_inputs,real,4.2,20.68,55.9,0.0099999999999997,0.3099999999999987,-1.6000000000000014,0.16111736,0.16111736,0,NONE
iot_0099,EXTENDED,real_iot_validation_inputs,real,4.17,18.24,64.2,0.0199999999999995,1.0199999999999996,32.2,0.88270203,0.88270203,0,NONE
